user_id,joke_id,rating
3,14,6.17
3,15,-6.36
3,16,-6.89
3,17,-7.86
3,18,9.03
3,19,9.03
3,20,9.03
3,21,7.28
3,23,8.25
3,26,7.48
3,27,7.28
3,28,7.28
3,29,8.93
3,31,6.17
3,32,7.28
3,35,8.98
3,36,7.33
3,38,6.17
3,39,9.08
3,40,7.33
3,41,7.52
3,42,9.27
3,43,9.27
3,45,9.27
3,47,6.17
3,48,7.33
3,49,9.08
3,50,7.28
3,53,7.28
3,54,7.33
3,56,7.23
3,60,9.27
3,61,6.46
3,62,7.28
3,65,7.04
3,66,7.28
3,68,7.28
3,69,8.25
3,76,8.93
3,80,9.08
3,90,9.03
3,94,9.08
4,2,8.35
4,5,1.8
4,6,8.16
4,7,-2.82
4,8,6.21
4,10,1.84
4,11,7.33
4,12,6.6
4,13,6.31
4,14,8.11
4,15,-7.23
4,16,-6.65
4,17,1.17
4,18,-6.6
4,19,-3.64
4,20,-2.09
4,21,5.34
4,26,2.91
4,27,3.93
4,28,6.75
4,29,6.6
4,31,6.65
4,32,-6.12
4,34,7.57
4,35,6.21
4,36,6.65
4,38,-8.3
4,39,7.18
4,40,2.82
4,42,1.55
4,46,6.84
4,47,6.84
4,48,-3.98
4,49,6.99
4,50,3.45
4,52,6.94
4,53,1.55
4,54,7.67
4,56,6.55
4,61,0
4,62,-3.69
4,65,7.82
4,66,0.24
4,68,7.28
4,69,-2.33
4,85,0.63
4,88,-2.33
4,94,0.53
5,1,8.5
5,2,4.61
5,3,-4.17
5,4,-5.39
5,5,1.36
5,6,1.6
5,7,7.04
5,8,4.61
5,9,-0.44
5,10,5.73
5,11,8.25
5,12,6.84
5,13,-3.93
5,14,7.23
5,15,-2.33
5,16,-9.66
5,17,2.72
5,18,-1.36
5,19,2.57
5,20,4.51
5,21,8.2
5,22,6.12
5,23,8.3
5,24,-1.26
5,25,7.77
5,26,1.89
5,27,-1.17
5,28,5.68
5,29,8.45
5,30,4.61
5,31,8.06
5,32,-9.47
5,33,7.28
5,34,5.68
5,35,2.48
5,36,3.2
5,37,-1.26
5,38,6.8
5,39,4.51
5,40,2.48
5,41,0.34
5,42,6.84
5,43,0.19
5,44,-8.74
5,45,5.24
5,46,6.31
5,47,8.06
5,48,1.26
5,49,4.51
5,50,-0.05
5,51,4.42
5,52,3.06
5,53,8.93
5,54,7.82
5,55,1.75
5,56,8.11
5,57,-8.06
5,58,-9.17
5,59,4.95
5,60,3.35
5,61,7.38
5,62,6.17
5,63,4.71
5,64,-2.28
5,65,7.38
5,66,4.56
5,67,7.14
5,68,4.22
5,69,3.01
5,70,3.83
5,77,4.13
5,81,5.24
5,82,5.92
5,83,0.87
5,84,7.28
5,85,3.93
5,86,-0.63
5,87,6.31
5,88,4.71
5,89,2.82
5,90,2.96
5,91,5.19
5,92,5.58
5,93,4.27
5,94,5.19
5,95,5.73
5,96,1.55
5,97,3.11
5,98,6.55
5,99,1.8
5,100,1.6
6,1,-6.17
6,2,-3.54
6,3,0.44
6,4,-8.5
6,5,-7.09
6,6,-4.32
6,7,-8.69
6,8,-0.87
6,9,-6.65
6,10,-1.8
6,11,-6.8
6,12,-5.73
6,13,-5
6,14,-8.59
6,15,0.49
6,16,-8.93
6,17,-3.69
6,18,-2.18
6,19,-2.28
6,20,-6.12
6,21,-3.01
6,22,-0.58
6,23,-2.38
6,24,-7.77
6,25,-2.23
6,26,-2.28
6,27,-5.24
6,28,-5.53
6,29,-0.68
6,30,-6.94
6,31,-3.93
6,32,-0.34
6,33,-6.6
6,34,-5.49
6,35,-1.55
6,36,-0.49
6,37,-6.21
6,38,-8.06
6,39,-5.39
6,40,-7.04
6,41,-8.83
6,42,-7.91
6,43,1.07
6,44,-1.89
6,45,-6.36
6,46,-4.22
6,47,-9.27
6,48,-9.81
6,49,-7.82
6,50,-0.63
6,51,-6.31
6,52,-7.48
6,53,-6.07
6,54,-3.45
6,55,-3.2
6,56,0.53
6,57,-9.27
6,58,-9.56
6,59,-5.49
6,60,-1.12
6,61,-6.65
6,62,-2.86
6,63,-4.61
6,64,-9.42
6,65,-7.91
6,66,-9.81
6,67,-9.42
6,68,-8.98
6,69,-1.94
6,70,-6.99
6,71,-9.66
6,72,-5.19
6,73,-5
6,74,-4.42
6,75,-7.28
6,76,-6.5
6,77,-4.32
6,78,-6.94
6,79,-9.85
6,80,0.73
6,81,-6.21
6,82,-2.86
6,83,-7.62
6,84,-6.12
6,85,-0.29
6,86,-1.41
6,87,-3.93
6,88,-1.94
6,89,-5.68
6,90,-4.71
6,91,-3.54
6,92,-6.89
6,93,-0.68
6,94,-2.96
6,95,-2.18
6,96,-3.35
6,97,0.05
6,98,-9.08
6,99,-5.05
6,100,-3.45
7,5,8.59
7,6,-9.85
7,7,7.72
7,8,8.79
7,11,4.27
7,12,7.62
7,13,-6.26
7,14,2.96
7,15,6.07
7,16,-3.5
7,17,-2.09
7,18,6.17
7,19,5.15
7,20,4.42
7,21,5.63
7,22,2.43
7,25,4.13
7,26,7.09
7,27,7.33
7,28,7.18
7,29,0.92
7,31,5.15
7,32,5.87
7,35,7.96
7,36,3.79
7,38,1.55
7,40,3.11
7,41,6.26
7,45,6.99
7,46,3.2
7,48,7.33
7,49,4.71
7,50,3.54
7,52,2.28
7,53,8.5
7,54,9.22
7,56,8.16
7,61,-1.5
7,62,5.78
7,65,8.93
7,66,8.5
7,68,2.43
7,69,7.48
7,72,5.97
7,73,6.36
7,83,3.83
7,96,2.33
8,1,6.84
8,2,3.16
8,3,9.17
8,4,-6.21
8,5,-8.16
8,6,-1.7
8,7,9.27
8,8,1.41
8,9,-5.19
8,10,-4.42
8,11,8.2
8,12,-7.86
8,13,-6.94
8,14,-7.96
8,15,0.29
8,16,-9.9
8,17,-7.09
8,18,-7.18
8,19,1.02
8,20,-0.29
8,21,-4.71
8,22,-7.43
8,23,1.12
8,24,-8.25
8,25,3.79
8,26,0.1
8,27,3.45
8,28,-3.45
8,29,7.57
8,30,-4.17
8,31,-0.44
8,32,9.27
8,33,5.83
8,34,-3.4
8,35,-5.44
8,36,1.6
8,37,-7.14
8,38,3.01
8,39,-6.07
8,40,5.68
8,41,-6.46
8,42,-4.42
8,43,-8.98
8,44,0.53
8,45,-1.26
8,46,-4.42
8,47,-8.93
8,48,8.93
8,49,-0.1
8,50,7.43
8,51,-4.51
8,52,-7.38
8,53,4.17
8,54,-9.03
8,55,-2.14
8,56,1.31
8,57,-5.68
8,58,-9.08
8,59,-6.21
8,60,2.48
8,61,-3.2
8,62,-6.12
8,63,-2.91
8,64,-9.22
8,65,-2.62
8,66,-7.33
8,67,-3.25
8,68,-4.22
8,69,-9.81
8,70,-2.09
8,71,-9.9
8,72,-3.79
8,73,0.49
8,74,-7.86
8,75,-9.85
8,76,1.8
8,77,-4.17
8,78,-2.38
8,79,-9.13
8,80,-8.88
8,81,3.54
8,82,-4.56
8,83,-5.44
8,84,-5.97
8,85,-9.9
8,86,-0.34
8,87,-4.13
8,88,-0.1
8,89,-0.24
8,90,-7.96
8,91,7.23
8,92,-1.12
8,93,-0.1
8,94,-5.68
8,95,-3.16
8,96,-3.35
8,97,2.14
8,98,-0.05
8,99,1.31
8,100,0
9,1,-3.79
9,2,-3.54
9,3,-9.42
9,4,-6.89
9,5,-8.74
9,6,-0.29
9,7,-5.29
9,8,-8.93
9,9,-7.86
9,10,-1.6
9,11,-2.91
9,12,-0.29
9,13,-4.85
9,14,-0.49
9,15,-8.74
9,16,-6.99
9,17,-8.74
9,18,-2.91
9,19,-3.35
9,20,-0.29
9,21,3.98
9,22,-1.6
9,23,-0.29
9,24,1.21
9,25,3.79
9,26,2.91
9,27,4.85
9,28,2.28
9,29,0.97
9,30,-0.29
9,31,6.36
9,32,0.53
9,33,-0.29
9,34,4.66
9,35,3.35
9,36,0.97
9,37,-3.11
9,38,-1.84
9,39,4.42
9,40,-4.42
9,41,-1.41
9,42,1.41
9,43,-5.34
9,44,-6.99
9,45,1.41
9,46,5.1
9,47,1.84
9,48,-0.29
9,49,0.53
9,50,-0.29
9,51,-6.99
9,52,-3.54
9,53,6.36
9,54,1.84
9,55,3.35
9,56,-0.29
9,57,-0.29
9,58,-5.29
9,59,-6.89
9,60,-5.29
9,61,1.21
9,62,5.53
9,63,1.41
9,64,-6.5
9,65,4.85
9,66,4.85
9,67,2.62
9,68,1.41
9,69,6.36
9,70,1.41
9,71,-4.76
9,72,4.17
9,73,-2.04
9,74,-6.31
9,75,-0.29
9,76,-0.29
9,77,0.78
9,78,-0.29
9,79,-0.29
9,80,-0.29
9,81,-0.29
9,82,-3.2
9,83,-0.29
9,84,-3.2
9,85,-3.4
9,86,-0.29
9,87,-0.29
9,88,5.73
9,89,4.56
9,90,-2.23
9,91,4.37
9,92,-0.29
9,93,4.17
9,94,-0.29
9,95,-0.29
9,96,-0.29
9,97,-0.29
9,98,-0.29
9,99,-3.4
9,100,-4.95
10,1,3.01
10,2,5.15
10,3,5.15
10,4,3.01
10,5,6.41
10,6,5.15
10,7,8.93
10,8,2.52
10,9,3.01
10,10,8.16
10,11,5.53
10,12,6.02
10,13,4.47
10,14,5.44
10,15,-4.66
10,16,-0.97
10,17,-0.44
10,18,1.55
10,19,0.49
10,20,4.37
10,21,5.44
10,22,5.24
10,23,6.6
10,24,3.01
10,25,6.02
10,26,6.8
10,27,2.91
10,28,5.15
10,29,3.5
10,30,5.15
10,31,6.6
10,32,-0.1
10,33,3.11
10,34,6.5
10,35,9.22
10,36,7.86
10,37,3.01
10,38,6.5
10,39,3.01
10,40,7.67
10,41,6.6
10,42,5.15
10,43,3.01
10,44,4.27
10,45,6.8
10,46,6.8
10,47,9.22
10,48,5.73
10,49,5.44
10,50,4.85
10,51,3.11
10,52,5.15
10,53,6.99
10,54,2.52
10,55,3.11
10,56,3.2
10,57,2.43
10,58,4.85
10,59,3.11
10,60,3.01
10,61,4.08
10,62,6.7
10,63,6.8
10,64,3.11
10,65,4.08
10,66,4.37
10,67,3.01
10,68,9.13
10,69,4.66
10,70,3.01
10,85,4.56
10,92,4.47
11,1,-2.91
11,2,4.08
11,5,-5.73
11,7,2.48
11,8,-5.29
11,10,1.46
11,13,2.82
11,15,0.92
11,16,-5.73
11,17,-0.92
11,18,5.58
11,19,0.53
11,20,1.41
11,22,6.36
11,27,8.2
11,29,8.3
11,31,7.52
11,32,8.64
11,35,8.64
11,36,8.16
11,38,4.85
11,41,6.75
11,46,3.79
11,47,6.41
11,48,2.48
11,49,3.25
11,50,8.4
11,53,4.03
11,56,7.33
11,60,1.84
11,62,5.44
11,66,6.94
11,68,3.59
11,69,7.04
11,78,2.28
11,92,6.17
12,1,1.31
12,2,1.8
12,3,2.57
12,4,-2.38
12,5,0.73
12,6,0.73
12,7,-0.97
12,8,5
12,9,-7.23
12,10,-1.36
12,11,3.83
12,12,1.75
12,13,5.63
12,14,-2.86
12,15,-1.8
12,16,-2.04
12,17,5.53
12,18,-0.29
12,19,-0.58
12,20,1.36
12,21,2.43
12,22,0.63
12,23,-4.61
12,24,-4.37
12,25,-1.65
12,26,-1.36
12,27,7.57
12,28,-0.15
12,29,5.97
12,30,-3.5
12,31,0.24
12,32,4.27
12,33,-0.68
12,34,-3.79
12,35,7.62
12,36,5.15
12,37,2.43
12,38,0.1
12,39,0.83
12,40,-2.04
12,41,0.53
12,42,2.33
12,43,-2.28
12,44,-5.15
12,45,-0.58
12,46,-1.26
12,47,2.04
12,48,-1.41
12,49,2.38
12,50,6.6
12,51,2.04
12,52,-1.99
12,53,-2.77
12,54,-0.49
12,55,1.75
12,56,0.92
12,57,-6.89
12,58,-5.29
12,59,0.68
12,60,-2.38
12,61,-0.15
12,62,-0.24
12,63,1.46
12,64,-2.14
12,65,2.43
12,66,-2.43
12,67,-5.1
12,68,-0.49
12,69,0.15
12,70,-2.62
12,71,-2.91
12,72,1.12
12,73,1.7
12,74,0
12,75,2.04
12,76,3.06
12,77,-4.47
12,78,2.04
12,79,1.12
12,80,3.3
12,81,1.46
12,82,0.68
12,83,-2.57
12,84,-0.63
12,85,0.58
12,86,-0.63
12,87,1.89
12,88,2.38
12,89,6.21
12,90,-2.52
12,91,1.46
12,92,1.7
12,93,0.29
12,94,-3.3
12,95,3.45
12,96,5.44
12,97,4.08
12,98,2.48
12,99,4.51
12,100,4.66
13,5,5.87
13,7,5.58
13,8,0.53
13,10,7.14
13,11,7.04
13,13,3.74
13,14,7.04
13,15,-4.85
13,16,-4.85
13,17,-5.34
13,18,2.04
13,19,5.58
13,20,5.58
13,21,8.01
13,23,-0.87
13,25,3.98
13,27,7.67
13,28,7.04
13,29,7.52
13,31,7.04
13,32,6.84
13,35,7.67
13,36,8.11
13,38,3.98
13,39,3.98
13,42,7.04
13,43,5.97
13,44,4.85
13,45,7.38
13,46,7.04
13,47,3.3
13,48,7.04
13,49,8.4
13,50,9.17
13,53,7.82
13,54,7.04
13,56,7.04
13,61,7.86
13,62,7.77
13,63,3.98
13,64,0.53
13,65,7.23
13,66,8.69
13,68,6.12
13,69,8.45
13,75,-0.05
13,93,7.52
14,1,9.22
14,2,9.27
14,3,9.22
14,4,8.3
14,5,7.43
14,6,0.44
14,7,3.5
14,8,8.16
14,9,5.97
14,10,8.98
14,11,3.74
14,12,5.87
14,13,8.69
14,14,6.31
14,15,1.07
14,16,-9.13
14,17,3.69
14,18,-7.33
14,19,3.88
14,20,-7.48
14,21,8.45
14,22,9.17
14,23,9.22
14,24,9.03
14,25,9.27
14,26,4.42
14,27,8.69
14,28,1.75
14,29,7.57
14,30,-7.14
14,31,8.93
14,32,6.8
14,33,0.87
14,34,7.23
14,35,8.79
14,36,8.79
14,37,7.43
14,38,8.59
14,39,8.54
14,40,9.17
14,41,8.2
14,42,8.54
14,43,8.2
14,44,9.17
14,45,9.08
14,46,2.86
14,47,-2.38
14,48,7.43
14,49,1.17
14,50,-0.29
14,51,5
14,52,8.35
14,53,7.62
14,54,8.16
14,55,8.06
14,56,8.35
14,57,9.22
14,58,-9.27
14,59,7.14
14,60,9.08
14,61,4.08
14,62,-9.81
14,63,-7.14
14,64,9.32
14,65,7.14
14,66,7.57
14,67,-5.78
14,68,-6.55
14,69,-7.23
14,70,6.36
14,71,-7.57
14,72,8.93
14,73,0.15
14,74,8.93
14,75,-6.21
14,76,8.35
14,77,3.35
14,78,8.69
14,79,-8.45
14,80,8.79
14,81,8.88
14,82,-8.69
14,83,7.77
14,84,-0.83
14,85,7.62
14,86,8.2
14,87,5.44
14,88,8.93
14,89,8.45
14,90,2.09
14,91,8.11
14,92,-1.02
14,93,5.58
14,94,6.84
14,95,5.53
14,96,-5.92
14,97,8.2
14,98,8.98
14,99,-8.16
14,100,6.5
15,1,8.79
15,2,-5.78
15,3,6.02
15,4,3.69
15,5,7.77
15,6,-5.83
15,7,8.69
15,8,8.59
15,9,-5.92
15,10,7.52
15,11,-4.85
15,12,-7.28
15,13,-6.75
15,14,-1.99
15,15,-3.79
15,16,4.42
15,17,4.85
15,18,-8.83
15,19,-7.96
15,20,0.49
15,21,5.05
15,22,-9.51
15,23,-0.44
15,24,-4.32
15,25,4.85
15,26,-3.5
15,27,-9.22
15,28,1.46
15,29,4.51
15,30,-4.95
15,31,-3.16
15,32,4.42
15,33,-3.79
15,34,-9.47
15,35,-9.51
15,36,6.55
15,37,-2.96
15,38,-8.35
15,39,1.7
15,40,4.03
15,41,5.1
15,42,-4.37
15,43,8.3
15,44,-4.81
15,45,-7.91
15,46,-3.01
15,47,-5.05
15,48,8.88
15,49,5.24
15,50,-8.01
15,51,7.91
15,52,-9.51
15,53,-9.47
15,54,-1.6
15,55,-3.69
15,56,-4.85
15,57,-8.98
15,58,-7.04
15,59,-5.73
15,60,8.69
15,61,-7.67
15,62,-7.62
15,63,8.64
15,64,-0.53
15,65,3.79
15,66,2.57
15,67,8.54
15,68,-0.58
15,69,-3.74
15,70,-8.54
15,71,3.54
15,72,0.49
15,73,3.35
15,74,3.59
15,75,3.54
15,76,5.63
15,77,-0.83
15,78,-4.61
15,79,-2.57
15,80,-7.04
15,81,6.07
15,82,3.16
15,83,5.87
15,84,4.03
15,85,-0.68
15,86,1.17
15,87,3.2
15,88,-0.34
15,89,8.69
15,90,1.12
15,91,2.72
15,92,-5.49
15,93,-8.59
15,94,8.69
15,95,-8.74
15,96,-3.01
15,97,8.3
15,98,-4.81
15,99,-2.38
15,100,-5.97
16,1,-3.5
16,2,1.55
16,3,2.33
16,4,-4.13
16,5,4.22
16,6,-2.28
16,7,-2.96
16,8,-0.49
16,9,2.91
16,10,1.99
16,11,-1.99
16,12,5.53
16,13,-4.66
16,14,4.9
16,15,2.52
16,16,-0.68
16,17,0
16,18,-2.23
16,19,-6.6
16,20,-0.29
16,21,5.73
16,22,-1.65
16,23,-3.83
16,24,-4.13
16,25,-3.88
16,26,-2.43
16,27,5.73
16,28,-0.68
16,29,5.97
16,30,-3.45
16,31,0.63
16,32,0.19
16,33,3.06
16,34,7.04
16,35,5.39
16,36,5.78
16,37,-7.96
16,38,-0.19
16,39,1.65
16,40,-1.12
16,41,1.02
16,42,-5.05
16,43,-6.17
16,44,-4.37
16,45,-3.79
16,46,3.4
16,47,0.97
16,48,-3.54
16,49,4.22
16,50,5.24
16,51,3.93
16,52,4.22
16,53,-7.18
16,54,1.8
16,55,-1.17
16,56,4.17
16,57,-5.24
16,58,-6.8
16,59,3.93
16,60,-3.93
16,61,-0.68
16,62,0.53
16,63,-4.51
16,64,-2.96
16,65,6.02
16,66,3.2
16,67,-3.69
16,68,6.41
16,69,3.93
16,70,-3.3
16,71,4.22
16,72,-3.4
16,73,-3.2
16,74,-4.37
16,75,-2.38
16,76,-3.64
16,77,-0.39
16,78,2.04
16,79,-5.68
16,80,-4.22
16,81,-6.6
16,82,-4.47
16,83,6.21
16,84,-2.28
16,85,-1.94
16,86,-6.26
16,87,0.49
16,88,-0.87
16,89,4.47
16,90,-2.77
16,91,3.11
16,92,1.7
16,93,0.24
16,94,-5.92
16,95,7.28
16,96,-1.36
16,97,3.74
16,98,2.82
16,99,-2.86
16,100,3.45
17,2,-9.27
17,5,-7.38
17,7,8.74
17,8,-6.31
17,10,2.33
17,12,1.75
17,13,0.63
17,14,2.62
17,15,7.72
17,16,-3.5
17,17,-1.26
17,18,4.81
17,19,7.91
17,20,6.21
17,21,-4.22
17,22,-3.4
17,23,2.09
17,25,0.44
17,26,0.53
17,27,-7.57
17,28,-4.13
17,29,5.78
17,30,-2.57
17,31,6.36
17,32,1.94
17,34,3.59
17,35,5.53
17,36,-1.89
17,38,-4.22
17,39,3.35
17,40,-1.17
17,42,9.03
17,46,-1.02
17,47,8.4
17,48,-1.21
17,49,8.3
17,50,6.26
17,53,1.26
17,54,-2.77
17,56,5.24
17,59,2.23
17,61,5.97
17,62,4.47
17,63,2.33
17,65,4.51
17,66,4.03
17,68,-6.12
17,69,6.65
17,70,-1.02
17,72,3.88
17,87,6.07
18,1,3.16
18,2,7.62
18,3,3.79
18,4,8.25
18,5,4.22
18,6,7.62
18,7,2.43
18,8,0.97
18,9,0.53
18,10,0.83
18,11,3.5
18,12,3.3
18,13,5.05
18,14,4.71
18,15,2.57
18,16,-0.73
18,17,1.02
18,18,-1.21
18,19,2.23
18,20,0.97
18,21,0.97
18,22,-0.15
18,23,5.63
18,24,0.19
18,25,2.52
18,26,4.66
18,27,6.5
18,28,1.21
18,29,6.46
18,30,5.58
18,31,0.83
18,32,3.69
18,33,3.64
18,34,2.52
18,35,5.83
18,36,3.06
18,37,7.18
18,38,1.75
18,39,-2.18
18,40,0.24
18,41,2.82
18,42,0.97
18,43,3.93
18,44,7.67
18,45,2.86
18,46,3.69
18,47,5.53
18,48,2.14
18,49,2.43
18,50,4.66
18,51,1.07
18,52,5.68
18,53,4.08
18,54,5.1
18,55,1.07
18,56,7.18
18,57,1.17
18,58,3.74
18,59,5.39
18,60,3.06
18,61,3.93
18,62,3.79
18,63,5.49
18,64,3.16
18,65,3.11
18,66,2.48
18,67,6.75
18,68,4.13
18,69,5.63
18,70,5.73
18,71,0.58
18,72,5.92
18,73,3.88
18,74,0.78
18,75,2.62
18,76,7.48
18,77,7.38
18,78,7.33
18,79,7.86
18,80,6.65
18,81,7.33
18,82,2.62
18,83,7.86
18,84,7.48
18,85,5.78
18,86,0.1
18,87,7.96
18,88,-0.05
18,89,7.72
18,90,5.1
18,91,0.83
18,92,5.68
18,93,3.69
18,94,0.19
18,95,0.29
18,96,3.59
18,97,0.49
18,98,8.06
18,99,0.49
18,100,7.62
19,1,4.22
19,2,3.64
19,5,2.52
19,7,4.13
19,8,-5.19
19,10,7.91
19,12,2.09
19,13,0.78
19,14,2.04
19,15,1.65
19,16,-3.64
19,17,0.97
19,18,2.52
19,19,-0.49
19,20,0.68
19,21,1.65
19,22,3.2
19,26,1.02
19,27,6.17
19,28,1.94
19,29,1.8
19,31,3.2
19,32,6.5
19,35,5.78
19,36,0.49
19,38,2.23
19,39,0.78
19,40,2.57
19,41,2.77
19,46,2.04
19,47,3.64
19,48,3.2
19,49,0.19
19,50,0.24
19,53,-7.82
19,54,0.39
19,56,-0.73
19,59,1.84
19,60,2.04
19,61,3.25
19,62,3.5
19,65,-3.06
19,66,1.75
19,68,-2.04
19,69,2.38
19,73,2.52
19,81,-1.55
19,92,0.05
19,97,1.65
20,2,7.62
20,5,-8.64
20,6,2.43
20,7,8.93
20,8,-6.6
20,10,-9.47
20,11,-2.77
20,12,-0.73
20,13,-9.27
20,15,-1.02
20,16,-3.16
20,17,3.69
20,18,-4.81
20,19,8.79
20,20,-7.18
20,21,7.62
20,23,2.77
20,25,3.25
20,26,1.8
20,27,5.44
20,28,-9.95
20,29,7.38
20,31,2.67
20,32,-8.69
20,34,-0.58
20,35,5
20,36,9.22
20,38,-9.27
20,39,-7.62
20,42,-8.83
20,43,-9.42
20,45,-6.55
20,46,-4.08
20,47,2.86
20,48,6.41
20,49,2.09
20,50,9.37
20,52,1.46
20,53,6.12
20,54,-1.94
20,55,0.29
20,56,2.28
20,59,-6.5
20,60,-1.12
20,61,4.81
20,62,3.98
20,63,-2.48
20,65,1.94
20,66,0.63
20,68,1.31
20,69,1.8
20,70,0.29
20,79,0
21,1,2.57
21,2,-0.73
21,5,2.57
21,7,-4.22
21,8,2.67
21,10,-1.31
21,11,0.73
21,13,-3.45
21,14,-0.53
21,15,-5.1
21,16,-0.44
21,17,-2.28
21,18,2.57
21,19,-5.39
21,20,-0.44
21,21,-1.46
21,22,-8.88
21,23,0.73
21,25,0.97
21,27,-0.53
21,28,-2.96
21,29,3.64
21,31,0.87
21,32,3.35
21,35,1.5
21,36,3.54
21,37,-0.63
21,38,-0.78
21,39,-0.44
21,40,-0.63
21,42,-1.41
21,43,-4.81
21,45,0.73
21,46,-0.39
21,47,0.73
21,48,-0.19
21,49,-0.97
21,50,3.64
21,51,-3.35
21,53,0.39
21,54,-1.94
21,55,-1.31
21,56,1.07
21,58,-6.26
21,59,-0.53
21,61,-0.15
21,62,1.41
21,63,0.05
21,65,0.83
21,66,-0.83
21,68,0.1
21,69,1.6
21,85,0.83
21,92,1.31
21,97,1.02
22,1,7.28
22,2,5.39
22,5,-4.22
22,7,8.93
22,8,3.5
22,10,6.12
22,11,0.87
22,13,-3.45
22,15,-0.68
22,16,-8.59
22,17,-1.6
22,18,3.01
22,19,-1.5
22,20,-0.29
22,21,3.64
22,22,5.1
22,23,-4.37
22,25,1.36
22,26,0.87
22,27,4.13
22,28,3.98
22,29,8.83
22,31,6.17
22,32,-2.67
22,34,-2.33
22,35,5.78
22,36,3.5
22,38,3.3
22,40,6.17
22,42,-5.34
22,45,-3.35
22,46,4.76
22,48,-1.12
22,49,-0.44
22,50,4.42
22,53,-4.71
22,54,-7.18
22,55,1.75
22,56,1.17
22,60,4.81
22,61,-3.5
22,62,1.55
22,65,2.86
22,66,1.89
22,68,3.11
22,69,-0.05
22,71,-1.26
22,92,-1.55
22,97,0.29
22,98,-4.61
23,1,2.72
23,2,4.17
23,3,6.5
23,4,-3.54
23,5,-3.3
23,6,2.86
23,7,7.04
23,8,4.95
23,9,6.17
23,10,8.93
23,11,8.88
23,12,7.09
23,13,2.86
23,14,2.04
23,15,-6.65
23,16,-0.63
23,17,-2.91
23,18,2.62
23,19,6.6
23,20,-1.84
23,21,1.99
23,22,4.32
23,23,8.3
23,24,-8.4
23,25,4.51
23,26,5.68
23,27,6.36
23,28,3.83
23,29,8.06
23,30,0.92
23,31,5.68
23,32,7.77
23,33,9.17
23,34,2.52
23,35,6.89
23,36,7.43
23,37,-2.86
23,38,8.74
23,39,1.94
23,40,6.99
23,41,-2.91
23,42,4.51
23,43,-7.91
23,44,2.62
23,45,2.33
23,46,4.9
